Date,Conf Time,Entry Time,Instrument,Conf Type,Direction,Session,Entry Method,Status,Entry,Stop,Target,Exit,entry_dt,narrative,confluences,prior_session,probabilities,session_status,sequence_notes,daycycle_notes,m7_metrics,level_breaks
02/05/2018,,10:35,ES,No Conf,Long,RDR,Frontrun,BE,2753.5,2749.75,2780.5,2753.5,2018-02-05 10:35:00-05:00,"IF prior RR session, prior session closed up, prior session low printed early AND weekly rejection support; recent sessions: AR true=True break_dir= box=down, OR true=False break_dir= box=down, RR true=True break_dir= box=up; level breaks: AS high broken 02:00; low broken 07:00; first=high, OS high broken 10:20; low broken 09:30; first=low, AR high broken 20:40; low broken 07:05; first=high, OR high broken 04:10; low broken 06:40; first=high, RR high/low held; probs: confirm_long=0.73, seq_intraday_high_holds=0.47, seq_asia_high_holds=0.50, first_break_true=0.63, wddrb_model=DX(0.40); seq_asia top: asia_high_holds=0.50, asia_low_holds=0.50; seq_intraday top: day_high_in_RS=0.83, day_low_in_RR=0.67; seq_intraday holds: high_holds=0.47, low_holds=0.52, hi_pct_pctile=0.89, lo_pct_pctile=0.45; daycycle: daycycle hi_hold_24h=0.51, lo_hold_24h=0.75, cycle_pair_24h=0.03, pair_hi_hold=0.51, pair_lo_hold=0.75, hi_pct_pctile=0.55, lo_pct_pctile=0.30; m7/max: m7_ret_sd=0.50, m7_time=0.00, max_ext_sd=0.00, max_ext_time=0.00, max_ret_sd=0.50, max_ret_time=0.00; THEN LONG via Frontrun at 2753.5, stop 2749.75, target 2780.5.",weekly rejection support,prior RR session; prior session closed up; prior session low printed early,confirm_long=0.73; seq_intraday_high_holds=0.47; seq_asia_high_holds=0.50; first_break_true=0.63; wddrb_model=DX(0.40),AR true=True break_dir= box=down; OR true=False break_dir= box=down; RR true=True break_dir= box=up,"seq_asia top: asia_high_holds=0.50, asia_low_holds=0.50; seq_intraday top: day_high_in_RS=0.83, day_low_in_RR=0.67; seq_intraday holds: high_holds=0.47, low_holds=0.52, hi_pct_pctile=0.89, lo_pct_pctile=0.45",daycycle hi_hold_24h=0.51; lo_hold_24h=0.75; cycle_pair_24h=0.03; pair_hi_hold=0.51; pair_lo_hold=0.75; hi_pct_pctile=0.55; lo_pct_pctile=0.30,m7_ret_sd=0.50; m7_time=0.00; max_ext_sd=0.00; max_ext_time=0.00; max_ret_sd=0.50; max_ret_time=0.00,AS high broken 02:00; low broken 07:00; first=high; OS high broken 10:20; low broken 09:30; first=low; AR high broken 20:40; low broken 07:05; first=high; OR high broken 04:10; low broken 06:40; first=high; RR high/low held
02/01/2018,11:25,11:30,ES,Confirmed,Long,RDR,Mode,W,2826.25,2824.0,2839.5,2831.5,2018-02-01 11:30:00-05:00,"IF prior RR session, prior session closed up, prior session low printed early AND near range high, weekly rejection support; recent sessions: AR true=True break_dir= box=up, OR true=False break_dir= box=down, RR true=True break_dir= box=up; level breaks: AS low broken 02:30; first=low, OS low broken 08:30; first=low, AR high broken 20:30; low broken 04:15; first=high, OR low broken 04:00; first=low, RR high broken 11:30; first=high; probs: confirm_long=0.94, seq_intraday_high_holds=0.54, seq_asia_high_holds=0.50, first_break_true=0.61; seq_asia top: asia_high_holds=0.50, asia_low_holds=0.50; seq_intraday top: day_low_in_RS=0.83, day_high_in_OS=0.67; seq_intraday holds: high_holds=0.54, low_holds=0.48, hi_pct_pctile=1.00, lo_pct_pctile=0.78; daycycle: daycycle hi_hold_24h=0.58, lo_hold_24h=0.74, cycle_pair_24h=0.04, pair_hi_hold=0.58, pair_lo_hold=0.74, hi_pct_pctile=0.90, lo_pct_pctile=0.63; m7/max: m7_ret_sd=0.50, m7_time=0.00, max_ext_sd=0.00, max_ext_time=0.00, max_ret_sd=0.50, max_ret_time=0.00; THEN LONG via Mode at 2826.25, stop 2824.0, target 2839.5.",near range high; weekly rejection support,prior RR session; prior session closed up; prior session low printed early,confirm_long=0.94; seq_intraday_high_holds=0.54; seq_asia_high_holds=0.50; first_break_true=0.61,AR true=True break_dir= box=up; OR true=False break_dir= box=down; RR true=True break_dir= box=up,"seq_asia top: asia_high_holds=0.50, asia_low_holds=0.50; seq_intraday top: day_low_in_RS=0.83, day_high_in_OS=0.67; seq_intraday holds: high_holds=0.54, low_holds=0.48, hi_pct_pctile=1.00, lo_pct_pctile=0.78",daycycle hi_hold_24h=0.58; lo_hold_24h=0.74; cycle_pair_24h=0.04; pair_hi_hold=0.58; pair_lo_hold=0.74; hi_pct_pctile=0.90; lo_pct_pctile=0.63,m7_ret_sd=0.50; m7_time=0.00; max_ext_sd=0.00; max_ext_time=0.00; max_ret_sd=0.50; max_ret_time=0.00,AS low broken 02:30; first=low; OS low broken 08:30; first=low; AR high broken 20:30; low broken 04:15; first=high; OR low broken 04:00; first=low; RR high broken 11:30; first=high
02/01/2018,,9:55,ES,No Conf,Long,RDR,Advanced,EX,2821.5,2818.0,2839.5,2818.0,2018-02-01 09:55:00-05:00,"IF prior TR session, prior session closed down, prior session high printed early, prior session high rejected weekly cluster AND near weekly cluster, weekly rejection support; recent sessions: AR true=True break_dir= box=up, OR true=False break_dir= box=down, RR true=True break_dir= box=up; level breaks: AS low broken 02:30; first=low, OS low broken 08:30; first=low, AR high broken 20:30; low broken 04:15; first=high, OR low broken 04:00; first=low, RR low broken 10:40; first=low; probs: confirm_long=0.83, seq_intraday_high_holds=0.44, seq_asia_high_holds=0.50, first_break_true=0.61; seq_asia top: asia_high_holds=0.50, asia_low_holds=0.50; seq_intraday top: day_low_in_RS=0.67, day_high_in_RS=0.58; seq_intraday holds: high_holds=0.44, low_holds=0.37, hi_pct_pctile=0.97, lo_pct_pctile=0.73; daycycle: daycycle hi_hold_24h=0.34, lo_hold_24h=0.50, cycle_pair_24h=0.03, pair_hi_hold=0.34, pair_lo_hold=0.50, hi_pct_pctile=0.86, lo_pct_pctile=0.73; m7/max: m7_ret_sd=0.50, m7_time=0.50, max_ext_sd=0.50, max_ext_time=0.50, max_ret_sd=0.50, max_ret_time=0.50; THEN LONG via Advanced at 2821.5, stop 2818.0, target 2839.5.",near weekly cluster; weekly rejection support,prior TR session; prior session closed down; prior session high printed early; prior session high rejected weekly cluster,confirm_long=0.83; seq_intraday_high_holds=0.44; seq_asia_high_holds=0.50; first_break_true=0.61,AR true=True break_dir= box=up; OR true=False break_dir= box=down; RR true=True break_dir= box=up,"seq_asia top: asia_high_holds=0.50, asia_low_holds=0.50; seq_intraday top: day_low_in_RS=0.67, day_high_in_RS=0.58; seq_intraday holds: high_holds=0.44, low_holds=0.37, hi_pct_pctile=0.97, lo_pct_pctile=0.73",daycycle hi_hold_24h=0.34; lo_hold_24h=0.50; cycle_pair_24h=0.03; pair_hi_hold=0.34; pair_lo_hold=0.50; hi_pct_pctile=0.86; lo_pct_pctile=0.73,m7_ret_sd=0.50; m7_time=0.50; max_ext_sd=0.50; max_ext_time=0.50; max_ret_sd=0.50; max_ret_time=0.50,AS low broken 02:30; first=low; OS low broken 08:30; first=low; AR high broken 20:30; low broken 04:15; first=high; OR low broken 04:00; first=low; RR low broken 10:40; first=low
01/30/2018,,9:45,ES,No Conf,Long,RDR,Advanced,EX,2832.25,2829.25,2856.75,2829.25,2018-01-30 09:45:00-05:00,"IF prior TR session, prior session closed down, prior session high printed early AND weekly rejection support; recent sessions: AR true=True break_dir= box=down, OR true=False break_dir= box=up, RR true=True break_dir= box=down; level breaks: AS low broken 09:15; first=low, OS low broken 08:50; first=low, AR low broken 22:20; first=low, OR high broken 04:55; low broken 07:35; first=high, RR low broken 10:35; first=low; probs: confirm_long=0.40, seq_intraday_high_holds=0.51, seq_asia_high_holds=0.50, first_break_true=0.88; seq_asia top: asia_high_holds=0.50, asia_low_holds=0.50; seq_intraday top: day_low_in_RS=0.54, day_low_in_RR=0.46; seq_intraday holds: high_holds=0.51, low_holds=0.45, hi_pct_pctile=0.66, lo_pct_pctile=0.74; daycycle: daycycle hi_hold_24h=0.37, lo_hold_24h=0.35, cycle_pair_24h=0.02, pair_hi_hold=0.37, pair_lo_hold=0.35, hi_pct_pctile=0.69, lo_pct_pctile=0.80; m7/max: m7_ret_sd=0.50, m7_time=0.50, max_ext_sd=0.50, max_ext_time=0.50, max_ret_sd=0.50, max_ret_time=0.50; THEN LONG via Advanced at 2832.25, stop 2829.25, target 2856.75.",weekly rejection support,prior TR session; prior session closed down; prior session high printed early,confirm_long=0.40; seq_intraday_high_holds=0.51; seq_asia_high_holds=0.50; first_break_true=0.88,AR true=True break_dir= box=down; OR true=False break_dir= box=up; RR true=True break_dir= box=down,"seq_asia top: asia_high_holds=0.50, asia_low_holds=0.50; seq_intraday top: day_low_in_RS=0.54, day_low_in_RR=0.46; seq_intraday holds: high_holds=0.51, low_holds=0.45, hi_pct_pctile=0.66, lo_pct_pctile=0.74",daycycle hi_hold_24h=0.37; lo_hold_24h=0.35; cycle_pair_24h=0.02; pair_hi_hold=0.37; pair_lo_hold=0.35; hi_pct_pctile=0.69; lo_pct_pctile=0.80,m7_ret_sd=0.50; m7_time=0.50; max_ext_sd=0.50; max_ext_time=0.50; max_ret_sd=0.50; max_ret_time=0.50,AS low broken 09:15; first=low; OS low broken 08:50; first=low; AR low broken 22:20; first=low; OR high broken 04:55; low broken 07:35; first=high; RR low broken 10:35; first=low
01/29/2018,,9:40,ES,No Conf,Long,RDR,Advanced,EX,2869.5,2867.75,2878.75,2867.75,2018-01-29 09:40:00-05:00,"IF prior TR session, prior session closed down, prior session high printed early AND confluence light; recent sessions: AR true=True break_dir= box=up, OR true=False break_dir= box=down, RR true=True break_dir= box=flat; level breaks: AS low broken 03:00; first=low, OS low broken 09:05; first=low, AR high broken 20:30; low broken 22:05; first=high, OR low broken 04:00; first=low, RR high broken 10:35; first=high; probs: confirm_long=0.75, seq_intraday_high_holds=0.43, seq_asia_high_holds=0.50, first_break_true=0.70, wddrb_model=U(0.38); seq_asia top: asia_high_holds=0.50, asia_low_holds=0.50; seq_intraday top: day_low_in_RS=0.62, day_high_in_RS=0.53; seq_intraday holds: high_holds=0.43, low_holds=0.64, hi_pct_pctile=0.70, lo_pct_pctile=0.31; daycycle: daycycle hi_hold_24h=0.33, lo_hold_24h=0.32, cycle_pair_24h=0.02, pair_hi_hold=0.33, pair_lo_hold=0.32, hi_pct_pctile=0.85, lo_pct_pctile=0.82; m7/max: m7_ret_sd=0.50, m7_time=0.50, max_ext_sd=0.50, max_ext_time=0.50, max_ret_sd=0.50, max_ret_time=0.50; THEN LONG via Advanced at 2869.5, stop 2867.75, target 2878.75.",confluence light,prior TR session; prior session closed down; prior session high printed early,confirm_long=0.75; seq_intraday_high_holds=0.43; seq_asia_high_holds=0.50; first_break_true=0.70; wddrb_model=U(0.38),AR true=True break_dir= box=up; OR true=False break_dir= box=down; RR true=True break_dir= box=flat,"seq_asia top: asia_high_holds=0.50, asia_low_holds=0.50; seq_intraday top: day_low_in_RS=0.62, day_high_in_RS=0.53; seq_intraday holds: high_holds=0.43, low_holds=0.64, hi_pct_pctile=0.70, lo_pct_pctile=0.31",daycycle hi_hold_24h=0.33; lo_hold_24h=0.32; cycle_pair_24h=0.02; pair_hi_hold=0.33; pair_lo_hold=0.32; hi_pct_pctile=0.85; lo_pct_pctile=0.82,m7_ret_sd=0.50; m7_time=0.50; max_ext_sd=0.50; max_ext_time=0.50; max_ret_sd=0.50; max_ret_time=0.50,AS low broken 03:00; first=low; OS low broken 09:05; first=low; AR high broken 20:30; low broken 22:05; first=high; OR low broken 04:00; first=low; RR high broken 10:35; first=high
01/26/2018,10:35,11:05,ES,Confirmed,Long,RDR,Mode,W,2852.75,2851.5,2862.75,2862.75,2018-01-26 11:05:00-05:00,"IF prior RR session, prior session low printed early AND near range high, near range high; recent sessions: AR true=True break_dir= box=up, OR true=False break_dir= box=flat, RR true=True break_dir= box=flat; level breaks: AS high broken 04:45; first=high, OS high broken 09:55; first=high, AR high broken 20:30; first=high, OR high broken 04:35; low broken 04:05; first=low, RR high broken 10:35; first=high; probs: confirm_long=0.80, seq_intraday_high_holds=0.16, seq_asia_high_holds=0.50, first_break_true=0.90; seq_asia top: asia_high_holds=0.50, asia_low_holds=0.50; seq_intraday top: day_high_in_RS=1.00, day_low_in_OS=0.85; seq_intraday holds: high_holds=0.16, low_holds=0.84, hi_pct_pctile=0.97, lo_pct_pctile=0.38; daycycle: daycycle hi_hold_24h=0.52, lo_hold_24h=0.74, cycle_pair_24h=0.03, pair_hi_hold=0.52, pair_lo_hold=0.74, hi_pct_pctile=0.72, lo_pct_pctile=0.78; m7/max: m7_ret_sd=0.43, m7_time=0.51, max_ext_sd=0.29, max_ext_time=0.11, max_ret_sd=0.57, max_ret_time=0.29; THEN LONG via Mode at 2852.75, stop 2851.5, target 2862.75.",near range high; near range high,prior RR session; prior session low printed early,confirm_long=0.80; seq_intraday_high_holds=0.16; seq_asia_high_holds=0.50; first_break_true=0.90,AR true=True break_dir= box=up; OR true=False break_dir= box=flat; RR true=True break_dir= box=flat,"seq_asia top: asia_high_holds=0.50, asia_low_holds=0.50; seq_intraday top: day_high_in_RS=1.00, day_low_in_OS=0.85; seq_intraday holds: high_holds=0.16, low_holds=0.84, hi_pct_pctile=0.97, lo_pct_pctile=0.38",daycycle hi_hold_24h=0.52; lo_hold_24h=0.74; cycle_pair_24h=0.03; pair_hi_hold=0.52; pair_lo_hold=0.74; hi_pct_pctile=0.72; lo_pct_pctile=0.78,m7_ret_sd=0.43; m7_time=0.51; max_ext_sd=0.29; max_ext_time=0.11; max_ret_sd=0.57; max_ret_time=0.29,AS high broken 04:45; first=high; OS high broken 09:55; first=high; AR high broken 20:30; first=high; OR high broken 04:35; low broken 04:05; first=low; RR high broken 10:35; first=high
01/24/2018,,10:50,ES,No Conf,Long,RDR,Frontrun,EX,2852.25,2850.5,2862.0,2850.5,2018-01-24 10:50:00-05:00,"IF prior RR session, prior session closed up, prior session low printed early AND confluence light; recent sessions: AR true=True break_dir= box=up, OR true=False break_dir= box=up, RR true=True break_dir= box=up; level breaks: AS high broken 02:10; first=high, OS high broken 08:30; first=high, AR high broken 01:45; low broken 20:30; first=low, OR high broken 05:30; first=high, RR high broken 10:35; first=high; probs: confirm_long=0.71, seq_intraday_high_holds=0.20, seq_asia_high_holds=0.50, first_break_true=0.61; seq_asia top: asia_high_holds=0.50, asia_low_holds=0.50; seq_intraday top: day_high_in_RS=1.00, day_low_in_OS=0.89; seq_intraday holds: high_holds=0.20, low_holds=0.89, hi_pct_pctile=0.81, lo_pct_pctile=0.69; daycycle: daycycle hi_hold_24h=0.31, lo_hold_24h=0.80, cycle_pair_24h=0.02, pair_hi_hold=0.31, pair_lo_hold=0.80, hi_pct_pctile=0.92, lo_pct_pctile=0.64; m7/max: m7_ret_sd=0.50, m7_time=0.16, max_ext_sd=0.00, max_ext_time=0.06, max_ret_sd=0.50, max_ret_time=0.06; THEN LONG via Frontrun at 2852.25, stop 2850.5, target 2862.0.",confluence light,prior RR session; prior session closed up; prior session low printed early,confirm_long=0.71; seq_intraday_high_holds=0.20; seq_asia_high_holds=0.50; first_break_true=0.61,AR true=True break_dir= box=up; OR true=False break_dir= box=up; RR true=True break_dir= box=up,"seq_asia top: asia_high_holds=0.50, asia_low_holds=0.50; seq_intraday top: day_high_in_RS=1.00, day_low_in_OS=0.89; seq_intraday holds: high_holds=0.20, low_holds=0.89, hi_pct_pctile=0.81, lo_pct_pctile=0.69",daycycle hi_hold_24h=0.31; lo_hold_24h=0.80; cycle_pair_24h=0.02; pair_hi_hold=0.31; pair_lo_hold=0.80; hi_pct_pctile=0.92; lo_pct_pctile=0.64,m7_ret_sd=0.50; m7_time=0.16; max_ext_sd=0.00; max_ext_time=0.06; max_ret_sd=0.50; max_ret_time=0.06,AS high broken 02:10; first=high; OS high broken 08:30; first=high; AR high broken 01:45; low broken 20:30; first=low; OR high broken 05:30; first=high; RR high broken 10:35; first=high
01/24/2018,,10:10,ES,No Conf,Long,RDR,Frontrun,EX,2854.0,2852.25,2862.0,2852.25,2018-01-24 10:10:00-05:00,"IF prior TR session, prior session closed up AND confluence light; recent sessions: AR true=True break_dir= box=up, OR true=False break_dir= box=up, RR true=True break_dir= box=up; level breaks: AS high broken 02:10; first=high, OS high broken 08:30; first=high, AR high broken 01:45; low broken 20:30; first=low, OR high broken 05:30; first=high, RR high broken 10:55; first=high; probs: confirm_long=0.88, seq_intraday_high_holds=0.63, seq_asia_high_holds=0.50, first_break_true=0.61; seq_asia top: asia_high_holds=0.50, asia_low_holds=0.50; seq_intraday top: day_high_in_RS=0.76, day_low_in_OS=0.52; seq_intraday holds: high_holds=0.63, low_holds=0.64, hi_pct_pctile=0.45, lo_pct_pctile=0.62; daycycle: daycycle hi_hold_24h=0.33, lo_hold_24h=0.59, cycle_pair_24h=0.02, pair_hi_hold=0.33, pair_lo_hold=0.59, hi_pct_pctile=0.86, lo_pct_pctile=0.74; m7/max: m7_ret_sd=0.50, m7_time=0.50, max_ext_sd=0.50, max_ext_time=0.50, max_ret_sd=0.50, max_ret_time=0.50; THEN LONG via Frontrun at 2854.0, stop 2852.25, target 2862.0.",confluence light,prior TR session; prior session closed up,confirm_long=0.88; seq_intraday_high_holds=0.63; seq_asia_high_holds=0.50; first_break_true=0.61,AR true=True break_dir= box=up; OR true=False break_dir= box=up; RR true=True break_dir= box=up,"seq_asia top: asia_high_holds=0.50, asia_low_holds=0.50; seq_intraday top: day_high_in_RS=0.76, day_low_in_OS=0.52; seq_intraday holds: high_holds=0.63, low_holds=0.64, hi_pct_pctile=0.45, lo_pct_pctile=0.62",daycycle hi_hold_24h=0.33; lo_hold_24h=0.59; cycle_pair_24h=0.02; pair_hi_hold=0.33; pair_lo_hold=0.59; hi_pct_pctile=0.86; lo_pct_pctile=0.74,m7_ret_sd=0.50; m7_time=0.50; max_ext_sd=0.50; max_ext_time=0.50; max_ret_sd=0.50; max_ret_time=0.50,AS high broken 02:10; first=high; OS high broken 08:30; first=high; AR high broken 01:45; low broken 20:30; first=low; OR high broken 05:30; first=high; RR high broken 10:55; first=high
01/23/2018,,10:30,ES,No Conf,Long,RDR,Frontrun,BE,2838.5,2836.75,2848.0,2838.5,2018-01-23 10:30:00-05:00,"IF prior RR session, prior session closed up, prior session high printed early AND confluence light; recent sessions: AR true=True break_dir= box=up, OR true=False break_dir= box=flat, RR true=True break_dir= box=up; level breaks: AS high broken 02:50; low broken 06:05; first=high, OS high broken 09:45; first=high, AR high broken 20:30; low broken 06:05; first=high, OR high broken 04:05; low broken 04:30; first=high, RR high/low held; probs: confirm_long=0.70, seq_intraday_high_holds=0.46, seq_asia_high_holds=0.50, first_break_true=0.63; seq_asia top: asia_high_holds=0.50, asia_low_holds=0.50; seq_intraday top: day_low_in_RS=0.69, day_high_in_RS=0.63; seq_intraday holds: high_holds=0.46, low_holds=0.37, hi_pct_pctile=0.90, lo_pct_pctile=0.50; daycycle: daycycle hi_hold_24h=0.30, lo_hold_24h=0.78, cycle_pair_24h=0.02, pair_hi_hold=0.30, pair_lo_hold=0.78, hi_pct_pctile=0.92, lo_pct_pctile=0.60; m7/max: m7_ret_sd=0.50, m7_time=0.00, max_ext_sd=0.00, max_ext_time=0.00, max_ret_sd=0.50, max_ret_time=0.00; THEN LONG via Frontrun at 2838.5, stop 2836.75, target 2848.0.",confluence light,prior RR session; prior session closed up; prior session high printed early,confirm_long=0.70; seq_intraday_high_holds=0.46; seq_asia_high_holds=0.50; first_break_true=0.63,AR true=True break_dir= box=up; OR true=False break_dir= box=flat; RR true=True break_dir= box=up,"seq_asia top: asia_high_holds=0.50, asia_low_holds=0.50; seq_intraday top: day_low_in_RS=0.69, day_high_in_RS=0.63; seq_intraday holds: high_holds=0.46, low_holds=0.37, hi_pct_pctile=0.90, lo_pct_pctile=0.50",daycycle hi_hold_24h=0.30; lo_hold_24h=0.78; cycle_pair_24h=0.02; pair_hi_hold=0.30; pair_lo_hold=0.78; hi_pct_pctile=0.92; lo_pct_pctile=0.60,m7_ret_sd=0.50; m7_time=0.00; max_ext_sd=0.00; max_ext_time=0.00; max_ret_sd=0.50; max_ret_time=0.00,AS high broken 02:50; low broken 06:05; first=high; OS high broken 09:45; first=high; AR high broken 20:30; low broken 06:05; first=high; OR high broken 04:05; low broken 04:30; first=high; RR high/low held
01/23/2018,,10:15,ES,No Conf,Long,RDR,Frontrun,EX,2837.25,2835.25,2848.0,2835.25,2018-01-23 10:15:00-05:00,"IF prior TR session, prior session closed up AND confluence light; recent sessions: AR true=True break_dir= box=up, OR true=False break_dir= box=flat, RR true=True break_dir= box=up; level breaks: AS high broken 02:50; low broken 06:05; first=high, OS high broken 09:45; first=high, AR high broken 20:30; low broken 06:05; first=high, OR high broken 04:05; low broken 04:30; first=high, RR high broken 11:55; first=high; probs: confirm_long=0.60, seq_intraday_high_holds=0.46, seq_asia_high_holds=0.50, first_break_true=0.63; seq_asia top: asia_high_holds=0.50, asia_low_holds=0.50; seq_intraday top: day_high_in_RS=0.75, day_low_in_OS=0.44; seq_intraday holds: high_holds=0.46, low_holds=0.54, hi_pct_pctile=0.95, lo_pct_pctile=0.56; daycycle: daycycle hi_hold_24h=0.34, lo_hold_24h=0.62, cycle_pair_24h=0.02, pair_hi_hold=0.34, pair_lo_hold=0.62, hi_pct_pctile=0.86, lo_pct_pctile=0.71; m7/max: m7_ret_sd=0.50, m7_time=0.50, max_ext_sd=0.50, max_ext_time=0.50, max_ret_sd=0.50, max_ret_time=0.50; THEN LONG via Frontrun at 2837.25, stop 2835.25, target 2848.0.",confluence light,prior TR session; prior session closed up,confirm_long=0.60; seq_intraday_high_holds=0.46; seq_asia_high_holds=0.50; first_break_true=0.63,AR true=True break_dir= box=up; OR true=False break_dir= box=flat; RR true=True break_dir= box=up,"seq_asia top: asia_high_holds=0.50, asia_low_holds=0.50; seq_intraday top: day_high_in_RS=0.75, day_low_in_OS=0.44; seq_intraday holds: high_holds=0.46, low_holds=0.54, hi_pct_pctile=0.95, lo_pct_pctile=0.56",daycycle hi_hold_24h=0.34; lo_hold_24h=0.62; cycle_pair_24h=0.02; pair_hi_hold=0.34; pair_lo_hold=0.62; hi_pct_pctile=0.86; lo_pct_pctile=0.71,m7_ret_sd=0.50; m7_time=0.50; max_ext_sd=0.50; max_ext_time=0.50; max_ret_sd=0.50; max_ret_time=0.50,AS high broken 02:50; low broken 06:05; first=high; OS high broken 09:45; first=high; AR high broken 20:30; low broken 06:05; first=high; OR high broken 04:05; low broken 04:30; first=high; RR high broken 11:55; first=high
01/22/2018,,11:00,ES,No Conf,Long,RDR,Frontrun,W,2818.75,2815.75,2834.25,2834.25,2018-01-22 11:00:00-05:00,"IF prior RR session, prior session closed up, prior session low printed early, prior session low rejected weekly cluster AND weekly rejection support; recent sessions: AR true=True break_dir= box=up, OR true=False break_dir= box=up, RR true=True break_dir= box=up; level breaks: AS high broken 07:55; low broken 02:35; first=low, OS high broken 09:35; first=high, AR high broken 20:50; low broken 02:50; first=high, OR high broken 06:10; low broken 04:05; first=low, RR high/low held; probs: confirm_long=0.71, seq_intraday_high_holds=0.52, seq_asia_high_holds=0.50, first_break_true=0.90, wddrb_model=UX(0.72); seq_asia top: asia_high_holds=0.50, asia_low_holds=0.50; seq_intraday top: day_high_in_RS=0.67, day_low_in_OS=0.58; seq_intraday holds: high_holds=0.52, low_holds=0.52, hi_pct_pctile=0.81, lo_pct_pctile=0.38; daycycle: daycycle hi_hold_24h=0.56, lo_hold_24h=0.70, cycle_pair_24h=0.04, pair_hi_hold=0.56, pair_lo_hold=0.70, hi_pct_pctile=0.93, lo_pct_pctile=0.63; m7/max: m7_ret_sd=0.50, m7_time=0.25, max_ext_sd=0.00, max_ext_time=0.09, max_ret_sd=0.50, max_ret_time=0.08; THEN LONG via Frontrun at 2818.75, stop 2815.75, target 2834.25.",weekly rejection support,prior RR session; prior session closed up; prior session low printed early; prior session low rejected weekly cluster,confirm_long=0.71; seq_intraday_high_holds=0.52; seq_asia_high_holds=0.50; first_break_true=0.90; wddrb_model=UX(0.72),AR true=True break_dir= box=up; OR true=False break_dir= box=up; RR true=True break_dir= box=up,"seq_asia top: asia_high_holds=0.50, asia_low_holds=0.50; seq_intraday top: day_high_in_RS=0.67, day_low_in_OS=0.58; seq_intraday holds: high_holds=0.52, low_holds=0.52, hi_pct_pctile=0.81, lo_pct_pctile=0.38",daycycle hi_hold_24h=0.56; lo_hold_24h=0.70; cycle_pair_24h=0.04; pair_hi_hold=0.56; pair_lo_hold=0.70; hi_pct_pctile=0.93; lo_pct_pctile=0.63,m7_ret_sd=0.50; m7_time=0.25; max_ext_sd=0.00; max_ext_time=0.09; max_ret_sd=0.50; max_ret_time=0.08,AS high broken 07:55; low broken 02:35; first=low; OS high broken 09:35; first=high; AR high broken 20:50; low broken 02:50; first=high; OR high broken 06:10; low broken 04:05; first=low; RR high/low held
01/22/2018,,10:35,ES,No Conf,Long,RDR,Frontrun,EX,2821.0,2819.0,2833.25,2819.0,2018-01-22 10:35:00-05:00,"IF prior RR session, prior session closed up, prior session low printed early, prior session low rejected weekly cluster AND near range high, weekly rejection support; recent sessions: AR true=True break_dir= box=up, OR true=False break_dir= box=up, RR true=True break_dir= box=up; level breaks: AS high broken 07:55; low broken 02:35; first=low, OS high broken 09:35; first=high, AR high broken 20:50; low broken 02:50; first=high, OR high broken 06:10; low broken 04:05; first=low, RR high/low held; probs: confirm_long=0.71, seq_intraday_high_holds=0.46, seq_asia_high_holds=0.50, first_break_true=0.90, wddrb_model=UX(0.72); seq_asia top: asia_high_holds=0.50, asia_low_holds=0.50; seq_intraday top: day_high_in_RS=0.67, day_low_in_OS=0.58; seq_intraday holds: high_holds=0.46, low_holds=0.52, hi_pct_pctile=0.81, lo_pct_pctile=0.38; daycycle: daycycle hi_hold_24h=0.54, lo_hold_24h=0.70, cycle_pair_24h=0.04, pair_hi_hold=0.54, pair_lo_hold=0.70, hi_pct_pctile=0.93, lo_pct_pctile=0.63; m7/max: m7_ret_sd=0.50, m7_time=0.00, max_ext_sd=0.00, max_ext_time=0.00, max_ret_sd=0.50, max_ret_time=0.00; THEN LONG via Frontrun at 2821.0, stop 2819.0, target 2833.25.",near range high; weekly rejection support,prior RR session; prior session closed up; prior session low printed early; prior session low rejected weekly cluster,confirm_long=0.71; seq_intraday_high_holds=0.46; seq_asia_high_holds=0.50; first_break_true=0.90; wddrb_model=UX(0.72),AR true=True break_dir= box=up; OR true=False break_dir= box=up; RR true=True break_dir= box=up,"seq_asia top: asia_high_holds=0.50, asia_low_holds=0.50; seq_intraday top: day_high_in_RS=0.67, day_low_in_OS=0.58; seq_intraday holds: high_holds=0.46, low_holds=0.52, hi_pct_pctile=0.81, lo_pct_pctile=0.38",daycycle hi_hold_24h=0.54; lo_hold_24h=0.70; cycle_pair_24h=0.04; pair_hi_hold=0.54; pair_lo_hold=0.70; hi_pct_pctile=0.93; lo_pct_pctile=0.63,m7_ret_sd=0.50; m7_time=0.00; max_ext_sd=0.00; max_ext_time=0.00; max_ret_sd=0.50; max_ret_time=0.00,AS high broken 07:55; low broken 02:35; first=low; OS high broken 09:35; first=high; AR high broken 20:50; low broken 02:50; first=high; OR high broken 06:10; low broken 04:05; first=low; RR high/low held
